"PaymentID";"CustomerId";"ProductId";"TransactionDate";"CreditCard";"CreditCardNumber"
"3424532";"473";"10182";"2013-01-17T02:42:35";"maestro";"6759 3661 2026 8565"
"3424533";"467";"10160";"2013-01-18T04:06:48";"amex";"3744 9034 9774 233"
"3424534";"176";"10327";"2013-01-10T11:01:05";"instapayment";"6397 8362 5804 0273"
"3424535";"27";"10073";"2013-01-14T07:07:09";"maestro";"5038 1016 8421 2443"
"3424536";"654";"10279";"2013-01-04T11:00:57";"visa";"4590 4468 5466 1066"
"3424537";"403";"10161";"2013-01-10T05:48:44";"maestro";"6761 6828 7474 5459"
"3424538";"422";"10286";"2013-01-02T04:49:38";"visaelectron";"4917 2928 8547 9870"
"3424539";"207";"10343";"2013-01-17T06:09:11";"instapayment";"6393 7247 2691 1180"
"3424540";"325";"10034";"2013-01-27T11:00:28";"visa";"4845 8854 6799 3007"
"3424541";"399";"10044";"2013-01-11T04:20:18";"visaelectron";"4026 3404 5547 4033"
"3424542";"206";"10208";"2013-01-20T09:29:35";"mastercard";"5476 7635 4238 1097"
"3424543";"57";"10322";"2013-01-13T03:54:33";"amex";"3793 6176 7841 306"
"3424544";"215";"10154";"2013-01-08T03:32:39";"amex";"3475 4731 3421 796"
"3424545";"128";"10318";"2013-01-23T05:13:52";"visa";"4026 0942 6896 6426"
"3424546";"192";"10297";"2013-01-06T01:44:55";"visa";"4142 8452 9275 4743"
"3424547";"902";"10256";"2013-01-15T11:10:06";"instapayment";"6386 6039 9717 6575"
"3424548";"670";"10025";"2013-01-23T02:10:06";"instapayment";"6377 6414 9158 1362"
"3424549";"807";"10266";"2013-01-26T06:08:19";"instapayment";"6398 8123 1153 6440"
"3424550";"961";"10263";"2013-01-18T05:14:51";"visaelectron";"4508 7579 6767 1573"
"3424551";"169";"10171";"2013-01-05T04:08:53";"maestro";"6304 6731 3157 6765"
"3424552";"209";"10214";"2013-01-14T03:48:21";"instapayment";"6397 0686 9510 8014"
"3424553";"807";"10261";"2013-01-22T01:57:52";"visa";"4304 7275 1282 4056"
"3424554";"500";"10053";"2013-01-19T04:22:38";"mastercard";"5392 9503 1141 0410"
"3424555";"661";"10292";"2013-01-15T12:02:30";"maestro";"6761 0370 9706 0097"
"3424556";"919";"10146";"2013-01-26T11:01:37";"instapayment";"6394 6334 2411 8171"
"3424557";"171";"10320";"2013-01-18T04:18:01";"amex";"3745 6490 3852 666"
"3424558";"888";"10111";"2013-01-23T03:56:35";"maestro";"5893 0589 9775 8930"
"3424559";"807";"10280";"2013-01-17T04:57:23";"instapayment";"6388 7325 7876 1501"
"3424560";"262";"10141";"2013-01-17T06:32:46";"maestro";"5893 4991 6997 8635"
"3424561";"960";"10149";"2013-01-05T07:27:48";"visa";"4541 1329 8582 9752"
"3424562";"431";"10030";"2013-01-28T09:53:00";"visaelectron";"4175 0023 5603 4584"
"3424563";"387";"10275";"2013-01-17T02:44:14";"visaelectron";"4917 7678 0916 3189"
"3424564";"121";"10189";"2013-01-03T09:10:24";"visaelectron";"4026 9511 3799 7751"
"3424565";"555";"10040";"2013-01-15T09:02:53";"visa";"4452 7829 6553 7143"
"3424566";"651";"10153";"2013-01-15T08:03:30";"maestro";"6759 2679 1227 4458"
"3424567";"504";"10181";"2013-01-26T09:36:53";"visa";"4479 7296 4236 4457"
"3424568";"182";"10269";"2013-01-08T05:21:12";"amex";"3740 9005 2892 915"
"3424569";"312";"10295";"2013-01-14T11:15:43";"maestro";"5018 9913 7603 8070"
"3424570";"879";"10235";"2013-01-24T07:47:59";"instapayment";"6396 2775 9345 1886"
"3424571";"840";"10004";"2013-01-15T11:54:48";"visa";"4093 2779 0026 3793"
"3424572";"968";"10037";"2013-01-19T11:10:48";"visa";"4984 7642 2336 8260"
"3424573";"223";"10135";"2013-01-06T11:11:25";"maestro";"6762 7947 5689 7073"
"3424574";"389";"10262";"2013-01-07T12:34:40";"visaelectron";"4175 0026 2320 0844"
"3424575";"442";"10303";"2013-01-24T06:14:26";"visaelectron";"4508 0426 3876 0729"
"3424576";"119";"10043";"2013-01-01T01:14:46";"maestro";"6762 5686 6668 8552"
"3424577";"462";"10272";"2013-01-10T11:07:47";"visaelectron";"4175 0036 8913 5973"
"3424578";"271";"10161";"2013-01-16T08:07:34";"mastercard";"5231 4095 2214 3265"
"3424579";"569";"10142";"2013-01-23T09:01:03";"maestro";"6759 5008 9661 0028"
"3424580";"737";"10029";"2013-01-07T05:52:32";"amex";"3724 8031 6242 613"
"3424581";"985";"10079";"2013-01-05T05:16:06";"amex";"3400 3154 8981 095"
"3424582";"527";"10171";"2013-01-01T08:38:56";"instapayment";"6399 5940 0870 3348"
"3424583";"378";"10185";"2013-01-16T10:25:58";"amex";"3475 5192 9706 509"
"3424584";"899";"10154";"2013-01-25T08:20:06";"instapayment";"6385 4755 0186 6194"
"3424585";"544";"10041";"2013-01-15T10:20:14";"instapayment";"6373 4678 0311 0698"
"3424586";"78";"10179";"2013-01-26T08:46:42";"instapayment";"6370 2888 7139 8335"
"3424587";"451";"10085";"2013-01-07T12:30:12";"visaelectron";"4508 8705 0462 9713"
"3424588";"643";"10167";"2013-01-01T05:19:53";"visa";"4699 7463 0412 2720"
"3424589";"795";"10241";"2013-01-10T04:13:39";"mastercard";"5341 1753 7958 1090"
"3424590";"631";"10327";"2013-01-21T12:41:19";"visa";"4568 4767 4033 9484"
"3424591";"439";"10083";"2013-01-19T02:59:38";"visaelectron";"4175 0014 4260 2768"
"3424592";"36";"10094";"2013-01-25T03:03:06";"instapayment";"6386 1232 9767 3148"
"3424593";"370";"10126";"2013-01-06T01:24:06";"visaelectron";"4913 7587 7375 7167"
"3424594";"646";"10318";"2013-01-01T05:34:27";"maestro";"6304 1980 7923 5745"
"3424595";"356";"10006";"2013-01-22T06:43:41";"mastercard";"5560 8353 6328 3300"
"3424596";"130";"10099";"2013-01-07T04:02:07";"visa";"4536 0944 0473 3089"
"3424597";"70";"10318";"2013-01-30T07:53:14";"mastercard";"5381 8131 8913 8120"
"3424598";"815";"10232";"2013-01-10T03:48:31";"maestro";"5038 8159 7930 9917"
"3424599";"269";"10153";"2013-01-11T04:43:01";"visa";"4450 3220 8590 2398"
"3424600";"915";"10085";"2013-01-23T10:24:33";"maestro";"6759 9549 6188 3053"
"3424601";"566";"10293";"2013-01-19T05:47:31";"instapayment";"6373 0335 9574 6642"
"3424602";"810";"10138";"2013-01-18T04:48:14";"maestro";"6762 1406 6174 2162"
"3424603";"420";"10221";"2013-01-17T11:10:57";"mastercard";"5590 0126 3401 9483"
"3424604";"580";"10051";"2013-01-22T02:54:11";"amex";"3726 6407 1266 996"
"3424605";"260";"10246";"2013-01-24T04:30:56";"mastercard";"5475 3180 0201 4091"
"3424606";"203";"10056";"2013-01-18T06:05:28";"visa";"4100 3809 3016 9542"
"3424607";"49";"10236";"2013-01-30T07:39:58";"amex";"3425 9391 6045 025"
"3424608";"665";"10179";"2013-01-25T08:20:47";"visaelectron";"4844 7202 7353 3682"
